room_session_id,pregunta,respuesta,frecuencia
3c334700-82d8-4b44-941e-10c028889239,Creo que podría usar el agente de chat frecuentemente,1,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que podría usar el agente de chat frecuentemente,1,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que podría usar el agente de chat frecuentemente,1,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que podría usar el agente de chat frecuentemente,1,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que podría usar el agente de chat frecuentemente,1,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que podría usar el agente de chat frecuentemente,1,1
3c334700-82d8-4b44-941e-10c028889239,Creo que podría usar el agente de chat frecuentemente,2,3
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que podría usar el agente de chat frecuentemente,2,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que podría usar el agente de chat frecuentemente,2,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que podría usar el agente de chat frecuentemente,2,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que podría usar el agente de chat frecuentemente,2,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que podría usar el agente de chat frecuentemente,2,0
3c334700-82d8-4b44-941e-10c028889239,Creo que podría usar el agente de chat frecuentemente,3,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que podría usar el agente de chat frecuentemente,3,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que podría usar el agente de chat frecuentemente,3,3
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que podría usar el agente de chat frecuentemente,3,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que podría usar el agente de chat frecuentemente,3,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que podría usar el agente de chat frecuentemente,3,2
3c334700-82d8-4b44-941e-10c028889239,Creo que podría usar el agente de chat frecuentemente,4,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que podría usar el agente de chat frecuentemente,4,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que podría usar el agente de chat frecuentemente,4,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que podría usar el agente de chat frecuentemente,4,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que podría usar el agente de chat frecuentemente,4,0
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que podría usar el agente de chat frecuentemente,4,0
3c334700-82d8-4b44-941e-10c028889239,Creo que podría usar el agente de chat frecuentemente,5,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que podría usar el agente de chat frecuentemente,5,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que podría usar el agente de chat frecuentemente,5,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que podría usar el agente de chat frecuentemente,5,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que podría usar el agente de chat frecuentemente,5,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que podría usar el agente de chat frecuentemente,5,1
3c334700-82d8-4b44-941e-10c028889239,Encuentro el agente de chat innecesariamente complejo,1,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro el agente de chat innecesariamente complejo,1,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro el agente de chat innecesariamente complejo,1,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro el agente de chat innecesariamente complejo,1,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro el agente de chat innecesariamente complejo,1,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro el agente de chat innecesariamente complejo,1,2
3c334700-82d8-4b44-941e-10c028889239,Encuentro el agente de chat innecesariamente complejo,2,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro el agente de chat innecesariamente complejo,2,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro el agente de chat innecesariamente complejo,2,3
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro el agente de chat innecesariamente complejo,2,2
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro el agente de chat innecesariamente complejo,2,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro el agente de chat innecesariamente complejo,2,2
3c334700-82d8-4b44-941e-10c028889239,Encuentro el agente de chat innecesariamente complejo,3,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro el agente de chat innecesariamente complejo,3,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro el agente de chat innecesariamente complejo,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro el agente de chat innecesariamente complejo,3,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro el agente de chat innecesariamente complejo,3,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro el agente de chat innecesariamente complejo,3,0
3c334700-82d8-4b44-941e-10c028889239,Encuentro el agente de chat innecesariamente complejo,4,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro el agente de chat innecesariamente complejo,4,3
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro el agente de chat innecesariamente complejo,4,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro el agente de chat innecesariamente complejo,4,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro el agente de chat innecesariamente complejo,4,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro el agente de chat innecesariamente complejo,4,0
3c334700-82d8-4b44-941e-10c028889239,Encuentro el agente de chat innecesariamente complejo,5,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro el agente de chat innecesariamente complejo,5,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro el agente de chat innecesariamente complejo,5,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro el agente de chat innecesariamente complejo,5,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro el agente de chat innecesariamente complejo,5,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro el agente de chat innecesariamente complejo,5,0
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat fue fácil de utilizar,2,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat fue fácil de utilizar,2,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat fue fácil de utilizar,2,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat fue fácil de utilizar,2,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat fue fácil de utilizar,2,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat fue fácil de utilizar,2,0
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat fue fácil de utilizar,3,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat fue fácil de utilizar,3,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat fue fácil de utilizar,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat fue fácil de utilizar,3,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat fue fácil de utilizar,3,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat fue fácil de utilizar,3,0
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat fue fácil de utilizar,4,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat fue fácil de utilizar,4,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat fue fácil de utilizar,4,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat fue fácil de utilizar,4,2
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat fue fácil de utilizar,4,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat fue fácil de utilizar,4,1
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat fue fácil de utilizar,5,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat fue fácil de utilizar,5,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat fue fácil de utilizar,5,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat fue fácil de utilizar,5,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat fue fácil de utilizar,5,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat fue fácil de utilizar,5,3
3c334700-82d8-4b44-941e-10c028889239,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,1,3
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,1,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,1,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,1,2
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,1,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,1,4
3c334700-82d8-4b44-941e-10c028889239,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,2,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,2,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,2,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,2,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,2,0
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,2,0
3c334700-82d8-4b44-941e-10c028889239,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,3,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,3,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,3,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,3,3
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,3,0
3c334700-82d8-4b44-941e-10c028889239,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,5,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,5,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,5,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,5,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,5,0
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que necesitaría ayuda de una persona con conocimientos técnicos para usar el agente de chat,5,0
3c334700-82d8-4b44-941e-10c028889239,Las funciones del agente de chat están bien integradas,1,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Las funciones del agente de chat están bien integradas,1,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Las funciones del agente de chat están bien integradas,1,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Las funciones del agente de chat están bien integradas,1,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Las funciones del agente de chat están bien integradas,1,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Las funciones del agente de chat están bien integradas,1,0
3c334700-82d8-4b44-941e-10c028889239,Las funciones del agente de chat están bien integradas,2,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Las funciones del agente de chat están bien integradas,2,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Las funciones del agente de chat están bien integradas,2,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Las funciones del agente de chat están bien integradas,2,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Las funciones del agente de chat están bien integradas,2,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Las funciones del agente de chat están bien integradas,2,0
3c334700-82d8-4b44-941e-10c028889239,Las funciones del agente de chat están bien integradas,3,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Las funciones del agente de chat están bien integradas,3,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Las funciones del agente de chat están bien integradas,3,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Las funciones del agente de chat están bien integradas,3,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Las funciones del agente de chat están bien integradas,3,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Las funciones del agente de chat están bien integradas,3,0
3c334700-82d8-4b44-941e-10c028889239,Las funciones del agente de chat están bien integradas,4,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Las funciones del agente de chat están bien integradas,4,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Las funciones del agente de chat están bien integradas,4,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Las funciones del agente de chat están bien integradas,4,2
c220708e-1bbb-4e28-a7fb-872af1de3379,Las funciones del agente de chat están bien integradas,4,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Las funciones del agente de chat están bien integradas,4,2
3c334700-82d8-4b44-941e-10c028889239,Las funciones del agente de chat están bien integradas,5,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Las funciones del agente de chat están bien integradas,5,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Las funciones del agente de chat están bien integradas,5,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Las funciones del agente de chat están bien integradas,5,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Las funciones del agente de chat están bien integradas,5,0
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Las funciones del agente de chat están bien integradas,5,2
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat es muy inconsistente,1,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat es muy inconsistente,1,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat es muy inconsistente,1,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat es muy inconsistente,1,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat es muy inconsistente,1,0
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat es muy inconsistente,1,1
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat es muy inconsistente,2,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat es muy inconsistente,2,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat es muy inconsistente,2,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat es muy inconsistente,2,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat es muy inconsistente,2,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat es muy inconsistente,2,2
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat es muy inconsistente,3,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat es muy inconsistente,3,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat es muy inconsistente,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat es muy inconsistente,3,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat es muy inconsistente,3,0
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat es muy inconsistente,3,1
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat es muy inconsistente,4,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat es muy inconsistente,4,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat es muy inconsistente,4,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat es muy inconsistente,4,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat es muy inconsistente,4,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat es muy inconsistente,4,0
3c334700-82d8-4b44-941e-10c028889239,Creo que el agente de chat es muy inconsistente,5,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Creo que el agente de chat es muy inconsistente,5,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Creo que el agente de chat es muy inconsistente,5,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Creo que el agente de chat es muy inconsistente,5,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Creo que el agente de chat es muy inconsistente,5,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Creo que el agente de chat es muy inconsistente,5,0
3c334700-82d8-4b44-941e-10c028889239,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,2,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,2,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,2,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,2,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,2,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,2,0
3c334700-82d8-4b44-941e-10c028889239,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,3,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,3,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,3,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,3,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,3,0
3c334700-82d8-4b44-941e-10c028889239,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,4,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,4,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,4,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,4,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,4,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,4,1
3c334700-82d8-4b44-941e-10c028889239,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,5,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,5,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,5,3
92e5445e-7af0-4fbe-b53d-9e080f65d176,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,5,2
c220708e-1bbb-4e28-a7fb-872af1de3379,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,5,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Imagino que la mayoría de la gente aprendería a usar el agente de chat en forma muy rápida,5,3
3c334700-82d8-4b44-941e-10c028889239,Encuentro que el agente de chat es muy difícil de usar,1,4
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro que el agente de chat es muy difícil de usar,1,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro que el agente de chat es muy difícil de usar,1,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro que el agente de chat es muy difícil de usar,1,2
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro que el agente de chat es muy difícil de usar,1,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro que el agente de chat es muy difícil de usar,1,4
3c334700-82d8-4b44-941e-10c028889239,Encuentro que el agente de chat es muy difícil de usar,2,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro que el agente de chat es muy difícil de usar,2,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro que el agente de chat es muy difícil de usar,2,2
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro que el agente de chat es muy difícil de usar,2,1
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro que el agente de chat es muy difícil de usar,2,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro que el agente de chat es muy difícil de usar,2,0
3c334700-82d8-4b44-941e-10c028889239,Encuentro que el agente de chat es muy difícil de usar,3,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro que el agente de chat es muy difícil de usar,3,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro que el agente de chat es muy difícil de usar,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro que el agente de chat es muy difícil de usar,3,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro que el agente de chat es muy difícil de usar,3,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro que el agente de chat es muy difícil de usar,3,0
3c334700-82d8-4b44-941e-10c028889239,Encuentro que el agente de chat es muy difícil de usar,4,1
5bce17ae-3d33-4713-b4f5-a63f888841d6,Encuentro que el agente de chat es muy difícil de usar,4,1
7b554461-322e-46d7-8fbe-76b0d54d9427,Encuentro que el agente de chat es muy difícil de usar,4,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Encuentro que el agente de chat es muy difícil de usar,4,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Encuentro que el agente de chat es muy difícil de usar,4,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Encuentro que el agente de chat es muy difícil de usar,4,0
3c334700-82d8-4b44-941e-10c028889239,Me siento confiado al usar el agente de chat,1,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Me siento confiado al usar el agente de chat,1,0
7b554461-322e-46d7-8fbe-76b0d54d9427,Me siento confiado al usar el agente de chat,1,1
92e5445e-7af0-4fbe-b53d-9e080f65d176,Me siento confiado al usar el agente de chat,1,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Me siento confiado al usar el agente de chat,1,1
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Me siento confiado al usar el agente de chat,1,1
3c334700-82d8-4b44-941e-10c028889239,Me siento confiado al usar el agente de chat,2,2
5bce17ae-3d33-4713-b4f5-a63f888841d6,Me siento confiado al usar el agente de chat,2,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Me siento confiado al usar el agente de chat,2,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Me siento confiado al usar el agente de chat,2,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Me siento confiado al usar el agente de chat,2,2
fd701be3-5fe1-4a3a-a482-db52a09d3ca5,Me siento confiado al usar el agente de chat,2,0
3c334700-82d8-4b44-941e-10c028889239,Me siento confiado al usar el agente de chat,3,0
5bce17ae-3d33-4713-b4f5-a63f888841d6,Me siento confiado al usar el agente de chat,3,2
7b554461-322e-46d7-8fbe-76b0d54d9427,Me siento confiado al usar el agente de chat,3,0
92e5445e-7af0-4fbe-b53d-9e080f65d176,Me siento confiado al usar el agente de chat,3,0
c220708e-1bbb-4e28-a7fb-872af1de3379,Me siento confiado al usar el agente de chat,3,2
